gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerType,NumInternetServices
Male,0,No,Yes,1.0028245840617755,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,-1.5008847381991466,-0.48931842670146886,No,Phone only,-1.102955128074755
Female,1,Yes,No,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.18904282605259493,-0.9746292983796239,Yes,Both,-1.102955128074755
Female,1,Yes,Yes,1.6135866757319857,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.7739538414081631,1.8289773298260033,No,Both,2.1443574757142088
Female,0,No,No,-0.9923315820609102,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,0.21230633234514604,-0.7570533308206145,Yes,Both,0.5207011738197268
Female,0,Yes,No,1.1656944751738316,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.2059903868412534,1.6285180442241913,No,Both,0.5207011738197268
Male,0,No,No,1.2878468935078735,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),0.6493279148409256,1.327564424863372,No,Both,-0.02051759347843376
Male,1,Yes,No,1.5728692029539715,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.356318663381151,-0.23095799401506625,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,1.3285643662858877,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),1.1395232260053934,1.8250290230343305,No,Both,1.0619199411178875
Male,0,No,No,-1.1959189459509803,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,-1.5008847381991466,-0.9786437779108221,No,Phone only,-1.102955128074755
Male,0,No,No,-1.2773538915070082,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6351499683120697,-0.9855698579811312,Yes,Both,-1.102955128074755
Male,0,No,Yes,-0.09654718094460228,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),-0.008696977434088779,-0.1543079040649895,No,Both,0.5207011738197268
Male,0,Yes,Yes,-0.7073092726148122,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,0.1574709246555613,-0.5330586075276564,No,Both,1.0619199411178875
Female,0,Yes,Yes,-0.9923315820609102,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.1258990232585277,-0.7567445247028302,No,Both,0.5207011738197268
Male,0,No,No,-1.0330490548389242,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1.0049272253127768,-0.7165335566513222,Yes,Both,-0.02051759347843376
Female,0,Yes,Yes,1.5321517301759575,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.4419488078085567,2.492866367902956,No,Both,1.603138708416048
Male,0,Yes,Yes,1.2064119479518456,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.7091483595931994,1.2950074370169509,No,Both,2.1443574757142088
Female,0,Yes,Yes,-1.0737665276169381,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4975613801573535,-0.9556377221358782,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,-0.7480267453928262,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.5363337414199637,-0.49714886754528964,No,Both,-0.5617363607765944
Female,0,No,No,-0.4222869631687143,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6443428777782363,-0.20195227652316672,No,Both,-0.5617363607765944
Male,0,Yes,Yes,-0.4222869631687143,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,-1.4826062689692852,-0.8204688728656421,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,-0.6665917998367983,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,-0.017005372538571283,-0.5539691932176343,No,Both,0.5207011738197268
Male,0,No,No,-0.9108966365048822,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.2981598976497735,-0.8947146866129683,No,Phone only,-1.102955128074755
Female,0,No,Yes,-0.7887442181708402,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-0.29118241098649394,-0.6684259750164684,No,Both,-0.02051759347843376
Female,0,Yes,No,-0.5037219087247422,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.5861841120468587,-0.30324068315647684,Yes,Both,-0.5617363607765944
Female,0,No,No,-1.2366364187289942,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16411764073914742,-0.9460647324845594,No,Both,-1.102955128074755
Male,0,No,No,0.8399546929497197,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.3036986784944536,0.7404798797953884,No,Both,1.0619199411178875
Female,0,Yes,Yes,-0.8701791637268682,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,-1.4676511577812166,-0.9025230698769473,No,Phone only,-1.102955128074755
Male,0,Yes,No,1.4914342573979436,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.4909146640737678,-0.40422028367200236,No,Phone only,-1.102955128074755
Female,0,No,No,-1.1552014731729663,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.20399793724066353,-0.8852740424406998,Yes,Both,-1.102955128074755
Male,0,Yes,No,1.6135866757319857,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8071874218260932,1.753452176447856,No,Both,2.1443574757142088
Male,1,Yes,No,1.0435420568397897,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.6467817214583452,0.16387268515223544,Yes,Internet only,0.5207011738197268
Female,0,Yes,Yes,-0.6665917998367983,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.4742978738648027,-0.863922305153887,No,Phone only,-1.102955128074755
Male,0,Yes,No,0.4327799651695797,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0.6476662358200291,0.5556373607215342,No,Both,0.5207011738197268
Female,0,Yes,No,-1.2366364187289942,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3173228812413191,-0.898596820665116,Yes,Both,1.0619199411178875
Male,0,Yes,No,-0.7480267453928262,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.5712290008587901,-0.48437752881691715,No,Both,1.603138708416048
Female,0,Yes,No,0.8399546929497197,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.9999421882500872,1.2001377861175895,Yes,Both,0.5207011738197268
Female,0,No,No,-0.015112235388574289,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),-1.4693128368021133,-0.7169526506683155,No,Phone only,-1.102955128074755
Female,0,Yes,No,0.06632271016745371,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.3313934780677035,-0.661521952526001,No,Phone only,-1.102955128074755
Female,1,No,No,-0.7073092726148122,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.321977147724315,-0.5002810438828179,Yes,Both,-1.102955128074755
Female,1,No,No,-1.0330490548389242,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.38844430856017503,-0.7835444842105549,Yes,Both,-0.5617363607765944
Female,0,Yes,Yes,-0.7073092726148122,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.3488947826383524,-0.3178428010117144,No,Both,1.0619199411178875
Male,0,Yes,No,1.1656944751738316,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),-1.4693128368021133,-0.4533866291392602,No,Phone only,-1.102955128074755
Female,0,No,No,-1.2773538915070082,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-1.156917180873571,-0.9924959380514403,Yes,Internet only,-0.5617363607765944
Female,0,No,No,-1.2773538915070082,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6467817214583452,-0.9857242610400233,No,Both,-1.102955128074755
Male,0,No,No,-0.9923315820609102,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6559746309245116,-0.7133793227339521,Yes,Both,-0.5617363607765944
Male,0,Yes,Yes,0.02560523738943971,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.33194722184969394,0.07656878413859423,No,Both,1.0619199411178875
Female,0,No,No,-0.7887442181708402,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.48149833373037904,-0.5153022557550487,Yes,Both,-0.02051759347843376
Female,0,Yes,No,-1.2773538915070082,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3280701200259106,-0.9947678687751403,Yes,Internet only,-1.102955128074755
Male,0,No,No,-0.5037219087247422,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.4307634487418001,-0.5540353659571596,No,Both,-0.5617363607765944
Male,0,No,No,-1.1959189459509803,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,-1.1419620696855024,-0.9694678246966546,No,Internet only,-0.5617363607765944
Female,0,No,No,-0.7887442181708402,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,-1.4992230591782503,-0.8977145174714461,No,Phone only,-1.102955128074755
Female,0,Yes,No,0.31062754683553767,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),-0.2712422627357359,0.043835335653439035,No,Both,-0.5617363607765944
Male,0,Yes,Yes,0.4327799651695797,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0.23723151765859357,0.3942199914396172,No,Both,0.5207011738197268
Male,0,Yes,No,-1.0737665276169381,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.8719929036410567,-0.7714569304572765,Yes,Both,0.5207011738197268
Female,0,Yes,Yes,1.4914342573979436,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.4958997011364572,-0.3989485220898244,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,1.6135866757319857,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),1.4934608574563482,2.580545247773907,No,Both,1.603138708416048
Male,0,Yes,Yes,1.0842595296178037,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.5108548123245258,-0.47954691883157413,No,Phone only,-1.102955128074755
Female,0,Yes,No,-0.5037219087247422,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1.0564392749605682,-0.16679249425541925,No,Both,1.0619199411178875
Male,0,Yes,Yes,-0.34085201761268624,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),-1.3513336263184614,-0.746575980395784,No,Phone only,-1.102955128074755
Male,0,No,No,1.0842595296178037,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.5482962651459324,1.8704896950881744,No,Both,1.603138708416048
Male,0,Yes,Yes,1.6135866757319857,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.5782064875220696,2.5418783103113216,No,Both,1.603138708416048
Male,0,No,Yes,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4626661207185272,-0.9965545327423221,No,Phone only,-1.102955128074755
Female,0,Yes,No,-0.21869959927864427,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.2342389301964942,0.17708517547744304,No,Both,1.0619199411178875
Female,0,No,No,-0.7480267453928262,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.508085198064723,-0.5150155072171061,No,Both,-0.02051759347843376
Male,0,Yes,Yes,1.5728692029539715,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,1.3555414987219385,2.2612397219847526,No,Both,1.0619199411178875
Male,0,No,Yes,-0.7887442181708402,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.4499264323333454,-0.5495797348291263,No,Both,-0.5617363607765944
Male,0,No,No,0.4734974379475937,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.13586909738390662,0.2996370890781987,No,Both,-1.102955128074755
Female,0,No,No,0.02560523738943971,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0.5047618400229301,0.17871743638573237,No,Both,-0.02051759347843376
Male,0,Yes,Yes,1.6135866757319857,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),-0.30946088021635537,0.8379523251160759,No,Internet only,1.603138708416048
Male,0,No,No,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.5031001610020337,-0.9704604157895333,Yes,Both,-0.5617363607765944
Female,0,No,No,-0.5444393815027563,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3904367581607648,-0.15232272187923213,Yes,Both,1.603138708416048
Male,0,Yes,No,1.2878468935078735,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.2525173994263556,1.9297584121229534,No,Both,1.603138708416048
Male,0,No,No,-1.2366364187289942,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6235182151657942,-0.9684311184440925,Yes,Both,-1.102955128074755
Female,0,No,No,-1.2773538915070082,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.313115008837842,-0.9945693505565647,No,Internet only,-1.102955128074755
Male,0,No,Yes,1.1656944751738316,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.4958997011364572,-0.5097658032147698,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,-0.1372646537226163,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,-1.4875913060319748,-0.7674645085059201,No,Phone only,-1.102955128074755
Male,1,Yes,No,-0.38156949039070026,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.7324118658857506,-0.13405904577026426,No,Both,-0.5617363607765944
Female,0,Yes,No,1.0028245840617755,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.1997900648371864,0.5107281281637338,No,Internet only,1.603138708416048
Male,0,Yes,Yes,1.6135866757319857,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),-0.6484434004792416,0.37941935536580396,No,Internet only,1.0619199411178875
Male,0,Yes,No,1.3692818390639017,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),-0.2712422627357359,0.665903202350436,No,Internet only,1.603138708416048
Male,0,Yes,Yes,1.3285643662858877,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6460045567991327,1.3432032489711718,No,Both,1.603138708416048
Female,0,No,No,-0.9923315820609102,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.5064235190438265,-0.730165140993523,No,Both,-0.5617363607765944
Female,0,No,No,-1.1552014731729663,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.17907275192721603,-0.8873253973659825,Yes,Both,-1.102955128074755
Female,0,Yes,No,1.5728692029539715,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.3297317990468072,-0.19535706015048382,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,-1.4809445899483886,-0.9967971661205813,No,Phone only,-1.102955128074755
Male,0,Yes,No,-1.1552014731729663,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,-0.4889222144731777,-0.9265878894842952,Yes,Both,-0.5617363607765944
Female,0,No,No,-0.8294616909488542,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),-1.509193133303629,-0.9089418256108962,No,Phone only,-1.102955128074755
Male,0,No,No,-0.34085201761268624,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,-0.47064374524331604,-0.43717430795557494,No,Internet only,0.5207011738197268
Female,0,Yes,Yes,-0.055829708166588284,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.5446421365244463,0.1173532492659875,No,Both,1.603138708416048
Female,0,Yes,No,-1.2773538915070082,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,-0.3177692753208379,-0.9813568602313573,Yes,Both,-0.5617363607765944
Male,0,No,No,-0.09654718094460228,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.8354359651813339,0.19561354254451194,No,Both,-0.02051759347843376
Female,0,Yes,Yes,0.5956498562816357,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6825614952588556,0.8062114677237995,No,Both,1.603138708416048
Male,0,No,No,0.8806721657277337,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.4369637707458671,1.5356115179307455,No,Both,1.603138708416048
Male,0,No,No,0.7178022746156777,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.9550768546858818,1.0886587775973917,No,Both,1.0619199411178875
Male,0,No,No,-1.2773538915070082,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0.6592979889663044,-0.968387003284409,Yes,Both,-0.02051759347843376
Female,0,No,No,1.6135866757319857,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.479282910927492,-0.31446799129592684,No,Phone only,-1.102955128074755
Female,0,No,No,-0.1372646537226163,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.3164383668796351,-0.696020007398496,No,Phone only,-1.102955128074755
Male,0,No,No,-1.2366364187289942,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,-0.344356139655182,-0.9553730311777773,Yes,Both,-0.5617363607765944
Female,0,No,No,-0.9108966365048822,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,-1.1685489340198465,-0.8737820433431488,No,Internet only,-0.5617363607765944
Male,0,Yes,No,-0.5851568542807702,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.2787734931810061,-0.42958650049001335,No,Both,-1.102955128074755
Female,1,No,No,-0.8701791637268682,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0049272253127768,-0.5114862944424263,Yes,Both,0.5207011738197268
Male,0,No,No,-0.6665917998367983,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.4958997011364572,-0.880266971816623,No,Phone only,-1.102955128074755
Female,0,No,No,1.6135866757319857,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.7257651498021644,1.795824787323855,No,Both,1.603138708416048
Male,0,No,No,1.6135866757319857,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.4768440672473833,2.4698161969683285,No,Both,1.603138708416048
Female,0,Yes,Yes,0.3513450196135517,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.3302855428287975,0.40052845927435743,No,Both,1.0619199411178875
Female,1,Yes,No,1.3285643662858877,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.984987077062019,1.6968524265739287,No,Both,1.0619199411178875
Female,1,No,No,-0.7887442181708402,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,-0.3310627074880101,-0.6830942656112312,No,Both,-0.02051759347843376
Male,1,No,No,-1.1552014731729663,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.35188737010045174,-0.8850975818019658,No,Both,-0.5617363607765944
Male,0,No,No,0.3513450196135517,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,0.007919812774876231,0.1111991844901397,No,Both,-0.02051759347843376
Male,1,No,No,-0.7073092726148122,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.3203154687034186,-0.5317792678968352,Yes,Both,-0.5617363607765944
Male,0,No,No,-1.2773538915070082,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.5387725851000726,-0.9842905183503097,Yes,Both,-0.5617363607765944
Male,0,No,No,0.39206249239156565,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,1.1378615469844968,0.8905596530386465,No,Both,1.0619199411178875
Female,0,Yes,No,0.7585197473936917,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,0.9550768546858818,1.032213430782357,No,Both,1.0619199411178875
Female,0,Yes,Yes,-1.2366364187289942,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.18738114703169853,-0.9407929709023812,Yes,Both,-1.102955128074755
Male,1,Yes,No,-1.2773538915070082,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,-0.8162729815897881,-0.9879741341838819,Yes,Internet only,-0.02051759347843376
Male,0,No,Yes,-0.015112235388574289,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),0.6293877665901677,0.15597607156888957,No,Both,1.603138708416048
Male,0,No,No,-0.9108966365048822,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.4925763430946641,-0.9205441126076559,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,1.4099993118419156,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,-0.17320320050284246,0.8047336098744022,No,Internet only,1.603138708416048
